headline,article_link,is_sarcastic
"‘It’s not Invasion Day, it’s a day to simply celebrate the invasion of Australia’ says PM ",https://chaser.com.au/national/its-not-invasion-day-its-a-day-to-simply-celebrate-the-invasion-of-australia-says-pm/,1
Trump drowns his sorrows with a strong glass of bleach ,https://chaser.com.au/world/trump-drowns-his-sorrows-with-a-strong-glass-of-bleach/,1
Fox News blasts Biden for “unacceptable” 4 COVID deaths on his watch ,https://chaser.com.au/general-news/fox-news-blasts-biden-for-unacceptable-4-covid-deaths-on-his-watch/,1
World excited to be bored by politics again ,https://chaser.com.au/world/world-excited-to-be-bored-by-politics-again/,1
Trump regretting not banning evictions during covid ,https://chaser.com.au/world/trump-regretting-not-banning-evictions-during-covid/,1
Nurse coming off a double-shift devastated to hear a model had to wash her own hair ,https://chaser.com.au/entertainment/nurse-coming-off-a-double-shift-devastated-to-hear-a-model-had-to-wash-her-own-hair/,1
Pigeon allowed to stay in Melbourne after an intense two days of tennis lessons ,https://chaser.com.au/general-news/pigeon-allowed-to-stay-in-melbourne-after-an-intense-two-days-of-tennis-lessons/,1
Trump to put AUSTRAC in charge of vote recount ,https://chaser.com.au/world/trump-to-put-austrac-in-charge-of-vote-recount/,1
Peter Dutton spends day strangling local pigeons in case one of them might be American ,https://chaser.com.au/national/peter-dutton-spends-day-strangling-local-pigeons-in-case-one-of-them-might-be-american/,1
Dutton unveils new $1 billion pigeon border force ,https://chaser.com.au/national/dutton-unveils-new-1-billion-pigeon-border-force/,1
Australian government to extradite American pigeon over fears it was planning a coo ,https://chaser.com.au/national/australian-government-to-extradite-american-pigeon-over-fears-it-was-planning-a-coo/,1
Michael McCormack demands Cheer Cheese changes its name to ‘All Cheese Matters’ ,https://chaser.com.au/national/michael-mccormack-demands-cheer-cheese-changes-its-name-to-all-cheese-matters/,1
Chaser launches attack ad against rival satirical news organisation ,https://chaser.com.au/general-news/why-would-you-trust-sky-news/,1
Shock as McConnell says he’ll support impeachment of man who sent angry mob to kill him ,https://chaser.com.au/world/shock-as-mitch-mcconnell-announces-he-wont-oppose-impeachment-of-man-who-sent-an-angry-mob-to-kill-him/,1
Fruit picking shortage solved by Michael McCormack’s massive effort cherry-picking facts ,https://chaser.com.au/national/fruit-picking-shortage-solved-by-michael-mccormacks-massive-effort-cherry-picking-facts/,1
George Pell announces he will start streaming Minecraft on Twitch ,https://chaser.com.au/general-news/george-pell-announces-he-will-start-streaming-minecraft-on-twitch/,1
Orwell and Marx sign open letter begging idiots to stop bringing them up all the time ,https://chaser.com.au/world/orwell-and-marx-sign-open-letter-begging-idiots-to-stop-bringing-them-up-all-the-time/,1
"Trump: I did not lose my Twitter access, I won it by a landslide ",https://chaser.com.au/world/trump-i-did-not-lose-my-twitter-access-i-won-it-by-a-landslide/,1
"Hampered by Covid travel restrictions, CIA employees trial ‘Coup From Home’ model ",https://chaser.com.au/world/hampered-by-covid-travel-restrictions-cia-trials-coup-from-home-model/,1
Trump forced to ride out twitter ban by reorganising his top friends on MySpace ,https://chaser.com.au/world/trump-forced-to-ride-out-twitter-ban-by-reorganising-his-top-friends-on-myspace/,1
"After running out of foreign governments to overthrow, America forced to topple own government for a change ",https://chaser.com.au/world/after-running-out-of-foreign-governments-to-overthrow-america-forced-to-topple-own-government-for-a-change/,1
Breaking: America ,https://chaser.com.au/world/breaking-america/,1
Nation that never shuts up about democracy opts to just ignore president trying to subvert election ,https://chaser.com.au/world/nation-that-never-shuts-up-about-democracy-opts-to-just-ignore-president-trying-to-subvert-election/,1
"SCG announces Super Spreader ticket deal: “buy one, kill one family member” ",https://chaser.com.au/sport/scg-announces-super-spreader-ticket-deal-buy-1-ticket-and-kill-1-family-member-absolutely-free/,1
"“There is no way next year could be worse than this year,” says guy for fifth year in a row ",https://chaser.com.au/general-news/there-is-no-way-next-year-could-be-worse-than-this-year-says-guy-for-fifth-year-in-a-row/,1
Scott Morrison enjoying well-earned break to spend time with his coal ,https://chaser.com.au/general-news/scott-morrison-says-he-is-enjoying-having-time-off-to-spend-with-his-coal/,1
“You can’t change Australia Day’s date” says man celebrating Jesus’s birth on Dec 25th ,https://chaser.com.au/general-news/you-cant-change-australia-days-date-says-man-celebrating-jesuss-birth-on-dec-25th/,1
Goverment forced to cancel Christmas after learning it celebrates refugee family ,https://chaser.com.au/national/goverment-forced-to-cancel-christmas-after-learning-it-celebrates-refugee-family/,1
NSW resident devastated he won’t get to hear racist uncle’s views this Christmas ,https://chaser.com.au/general-news/nsw-residents-devastated-they-wont-get-to-hear-their-queensland-uncles-racist-views-on-diversity-this-christmas/,1
Manhunt Underway for a SAS Soldier Who Has Not Drunk from a Prosthetic Leg ,https://chaser.com.au/general-news/manhunt-underway-for-sas-soldier-who-has-not-drunk-from-a-prosthetic-leg/,1
Gladys Berejiklian Looking for Corrupt Minister to Isolate with this Christmas ,https://chaser.com.au/general-news/gladys-berejiklian-looking-for-corrupt-minister-to-isolate-with-this-christmas/,1
PM concerned the new covid wave in Sydney could pose a real risk to the Cronulla Sharks ,https://chaser.com.au/general-news/pm-concerned-the-new-covid-wave-in-sydney-could-pose-a-real-risk-to-the-cronulla-sharks/,1
Morrison takes action on Christmas COVID outbreak by flying immediately to Hawaii ,https://chaser.com.au/national/morrison-takes-action-on-christmas-covid-outbreak-by-flying-immediately-to-hawaii/,1
“Why won’t you listen to medical science” yells man who thinks ADHD is an alien hoax ,https://chaser.com.au/entertainment/why-wont-you-listen-to-medical-science-yells-man-who-thinks-adhd-is-an-alien-hoax/,1
Treasurer slams banks for not investing in bad investment that destroys the planet ,https://chaser.com.au/national/treasurer-calls-for-inquiry-after-banks-stop-investing-in-planet-destroying-fuel-with-falling-demand-for-some-reason/,1
"“Australia is doing a lot to combat climate change, despite my best efforts,” defends Morrison ",https://chaser.com.au/national/australia-is-doing-a-lot-to-combat-climate-change-despite-my-best-efforts-defends-morrison/,1
“Ok now China has actually crossed the line targeting our heroic coal” says furious Morrison ,https://chaser.com.au/national/ok-now-china-has-actually-crossed-the-line-targeting-our-heroic-coal-says-furious-morrison/,1
DIY Hobbyist Can’t Understand Why He Wasn’t Invited to Climate Summit ,https://chaser.com.au/general-news/diy-hobbyist-cant-understand-why-he-wasnt-invited-to-climate-summit/,1
T2 box to be re-gifted for third Christmas in a row ,https://chaser.com.au/general-news/t2-box-to-be-re-gifted-for-third-christmas-in-a-row/,1
Donald Trump begins workshopping fresh conspiracies for 2024 election loss ,https://chaser.com.au/world/donald-trump-begins-workshopping-fresh-conspiracies-for-2024-election-loss/,1
Trump Pens letter to Santa asking for ‘proof of voter fraud’ this Christmas ,https://chaser.com.au/world/trump-pens-letter-to-santa-asking-for-proof-of-voter-fraud-this-christmas/,1
George Pell gets in the Christmas Spirit by applying for a job as a mall Santa ,https://chaser.com.au/general-news/george-pell-gets-in-the-christmas-spirit-by-applying-for-a-job-as-a-mall-santa/,1
"“If Santa really cared about kids, he would restrict them to cashless cards” says Govt ",https://chaser.com.au/national/if-santa-really-cared-about-kids-he-would-restrict-them-to-cashless-cards-says-govt/,1
"Universal buys Bob Dylan songs for $400m, only to discover Spotify costs $10.99 a month ",https://chaser.com.au/entertainment/universal-buys-bob-dylan-songs-for-300m-only-to-discover-spotify-costs-10-99-a-month/,1
“No vaccines for my pure body” says woman coming off a 2 day bender ,https://chaser.com.au/world/no-vaccines-for-my-pure-body-says-woman-coming-off-a-2-day-bender/,1
"PM apologises to Rudd – leaving only stranded Aussies, bush fire victims, the environment, robodebt victims, Bunnings employees… ",https://chaser.com.au/national/pm-apologises-to-rudd-leaving-only-stranded-aussies-bush-fire-victims-the-environment-robodebt-victims-bunnings-employees/,1
Rudy Gulliani catches bio weapon hoax virus to stop him from protecting the election from being rigged by freedom of choice ,https://chaser.com.au/world/rudy-gulliani-catches-bio-weapon-hoax-virus-to-stop-him-from-protecting-the-election-from-being-rigged-by-freedom-of-choice/,1
Dictator Dan slammed after tourists enter Victoria due to his stupid decision to trust NSW officials ,https://chaser.com.au/general-news/dictator-dan-slammed-after-tourists-enter-victoria-due-to-his-stupid-decision-to-trust-nsw-officials/,1
NSW Police explain German traveler stuff up- “we were too busy strip searching teens” ,https://chaser.com.au/general-news/nsw-police-explain-german-traveler-stuff-up-we-were-too-busy-strip-searching-teens/,1
Rudy Giuliani to undergo hotel quarantine at Four Seasons landscaping ,https://chaser.com.au/world/rudy-giuliani-to-undergo-hotel-quarantine-at-four-seasons-landscaping/,1
"For Disability Day, TV show graciously gives disabled person spot they’d normally give racist ",https://chaser.com.au/entertainment/for-disability-day-tv-show-graciously-gives-disabled-person-spot-theyd-normally-give-racist/,1
NSW legalises drugs – Police forced to come up with new excuse to strip search 12 yo’s ,https://chaser.com.au/news/nsw-legalises-drugs-police-forced-to-come-up-with-new-excuse-to-strip-search-12-yos/,1
“Difference is we own up to our war crimes” says PM still charging the whistleblower ,https://chaser.com.au/general-news/difference-is-we-own-up-to-our-war-crimes-says-pm-charging-the-whistle-blower/,1
Furious Trump reduced to sounding off in PornHub comments section ,https://chaser.com.au/world/furious-trump-forced-to-sound-off-in-pornhub-comments-section/,1
Andrew Bolt blasts people fleeing bushfires “We can’t let fire stop us living our lives” ,https://chaser.com.au/general-news/andrew-bolt-blasts-people-fleeing-bushfires-we-cant-let-fire-stop-us-living-our-lives/,1
Morrison fires back at China with spicy distracted boyfriend meme ,https://chaser.com.au/national/morrison-fires-back-at-china-with-spicy-distracted-boyfriend-meme/,1
"Following The Crown’s lead, Sky News to pre-warn viewers that their stories are mostly fiction ",https://chaser.com.au/national/following-the-crowns-lead-sky-news-to-pre-warn-viewers-that-stories-are-mostly-fiction/,1
Triple J announce hip new breakfast host Alan Jones ,https://chaser.com.au/national/triple-j-announce-hip-new-breakfast-host-alan-jones/,1
Jobseeker Mathias Cormann hit with $28 million robodebt bill ,https://chaser.com.au/national/jobseeker-mathias-cormann-hit-with-28-million-robodebt-bill/,1
Jobseeker Mathias Cormann forced to wait on hold for 8 hours to get Jet refueled by centrelink ,https://chaser.com.au/national/jobseeker-mathias-cormann-forced-to-wait-on-hold-for-8-hours-to-get-jet-refueled-by-centrelink/,1
Struggling Jobseeker Mathias Cormann forced to choose between paying rent and keeping jet ,https://chaser.com.au/national/struggling-jobseeker-mathias-cormann-forced-to-choose-between-paying-rent-and-keeping-jet/,1
War Memorial annouces exhibit on the horrors of Channel 7’s SAS ,https://chaser.com.au/national/war-memorial-annouces-exhibit-on-the-horrors-of-channel-7s-sas/,1
Minister for Women Tony Abbott spotted in Scotland giving free tampons to himself ,https://chaser.com.au/general-news/minister-for-women-tony-abbott-spotted-in-scottland-giving-free-tampons-to-himself/,1
Kerry Stokes offers to pay for new War Memorial exhibit celebrating war crimes ,https://chaser.com.au/national/kerry-stokes-offers-to-pay-for-new-war-memorial-exhibit-celebrating-war-crimes/,1
"“Let young people buy houses with super, it’s not like they’ll get to retire anyway” says LNP ",https://chaser.com.au/national/let-young-people-buy-houses-with-super-its-not-like-theyll-get-to-retire-anyway-says-lnp/,1
Trump demands recount of his children after Tiffany shows up to dinner ,https://chaser.com.au/national/trump-demands-recount-of-his-children-after-tiffany-shows-up-to-dinner/,1
Federal government furious Dan Andrews didn’t prevent ADF war crimes ,https://chaser.com.au/national/federal-government-furious-dan-andrews-didnt-prevent-adf-war-crimes/,1
Mooching foreigner caught bludging off government handouts ,https://chaser.com.au/general-news/dole-bludging-foreigner-asks-government-for-handout-despite-secret-billions/,1
Government attempts to boost Covid Safe usage by adding ‘stories’ feature ,https://chaser.com.au/general-news/government-attempts-to-boost-covid-safe-usage-by-adding-stories-feature/,1
Ten unveil last minute I’m A Celeb replacement Fraser Anning ,https://chaser.com.au/national/ten-unveil-last-minute-im-a-celeb-replacement-fraser-anning/,1
"Covid already seen everything interesting in Adelaide, now wondering what to do ",https://chaser.com.au/national/covid-seen-everything-interesting-in-adelaide-now-wondering-what-to-do/,1
Historians admit they missed ‘Harry Styles wears dress’ in the Communist Manifesto ,https://chaser.com.au/general-news/historians-admit-they-missed-harry-styles-wears-dress-in-the-communist-manifesto/,1
“We can only afford $300 for robodebt victims” says PM handing Foxtel $10mill ,https://chaser.com.au/national/we-can-only-afford-300-for-robodebt-victims-says-pm-handing-foxtel-10mill/,1
"How this pandemic I created helps me sell more laptops, by Bill Gates ",https://chaser.com.au/general-news/how-this-pandemic-i-created-helps-me-sell-more-laptops-by-bill-gates/,1
Sunrise rushes to book Pete Evans following his neo-nazi post ,https://chaser.com.au/entertainment/sunrise-rushes-to-book-pete-evans-following-his-neo-nazi-post/,1
Morrison announces he has begun helping Biden with Covid by ordering his ticket to Hawaii ,https://chaser.com.au/national/morrison-announces-he-has-begun-helping-biden-with-covid-by-ordering-his-ticket-to-hawaii/,1
Former Apprentice host unveiled as the new Biggest Loser ,https://chaser.com.au/general-news/former-apprentice-host-unveiled-as-the-new-biggest-loser/,1
Concerned Credlin warns viewers ‘gullible’ has been taken out of dictionary ,https://chaser.com.au/national/concerned-credlin-warns-viewers-gullible-has-been-taken-out-of-dictionary/,1
Government that ‘can’t afford the ABC’ gives $10m to Foxtel for literally no reason ,https://chaser.com.au/national/government-that-cant-afford-the-abc-gives-10m-to-foxtel-for-literally-no-reason/,1
Trump takes election to ‘highest court’ in a special episode of Judge Judy ,https://chaser.com.au/entertainment/trump-takes-election-to-highest-court-in-a-special-episode-of-judge-judy/,1
PM “too busy” ignoring sexual misconduct to find time for NAIDOC week ,https://chaser.com.au/national/pm-says-he-is-too-busy-ignoring-sexual-misconduct-to-find-time-to-care-about-naidoc-week/,1
Trump retires to spend exactly the same amount of time playing golf ,https://chaser.com.au/world/trump-retires-to-spend-exactly-the-same-amount-of-time-playing-golf/,1
PM denies misogyny – “I never interrupted Tony when he was Minister for Women” ,https://chaser.com.au/national/pm-denies-misogyny-i-never-interrupted-tony-when-he-was-minister-for-women/,1
"Guy with dementia in basement rigs 75m votes, reports Fox ",https://chaser.com.au/world/guy-with-dementia-in-basement-rigs-75m-votes-reports-fox/,1
Doctors amazed as local man miraculously regrows spine ,https://chaser.com.au/national/doctors-amazed-as-local-man-miraculously-regrows-spine/,1
Trump team reveal new spokesperson Paris Hilton after booking mixup ,https://chaser.com.au/world/trump-team-reveal-new-spokesperson-paris-hilton-after-booking-mixup/,1
Comrade Biden seen driving a tank to Wall Street ,https://chaser.com.au/general-news/comrade-biden-seen-driving-a-tank-to-wall-street/,1
Muslim Latina woman sorry to hear Trump voters feel a bit worried by Biden ,https://chaser.com.au/world/muslim-latina-woman-sorry-to-hear-trump-voters-feel-a-bit-worried-by-biden/,1
Confused Trump team book rally in the Tina Arena ,https://chaser.com.au/world/confused-trump-team-book-rally-in-the-tina-arena/,1
Republicans begin long search for the absolute worst person to nominate in 2024 ,https://chaser.com.au/world/republicans-begin-long-search-for-the-absolute-worst-person-to-nominate-in-2024/,1
Confused Giuliani holds press conference inside a Four Seasons condom ,https://chaser.com.au/world/confused-giuliani-holds-press-conference-inside-a-four-seasons-condom/,1
America passes history test ,https://chaser.com.au/world/america-passes-history-test/,1
Thank fuck ,https://chaser.com.au/general-news/thank-fuck/,1
Socialist revolutionary Biden begins the slaughter of billionaires ,https://chaser.com.au/world/comrade-biden-signals-to-begin-the-slaughter-of-billionaires/,1
Florida Man retires to spend more time with daughter ,https://chaser.com.au/world/trump-steps-down-to-spend-more-time-with-his-daughter/,1
Putin resigns after losing American election ,https://chaser.com.au/world/putin-resigns-after-losing-american-election/,1
Trump family rush to sell all the White House cutlery on Ebay ,https://chaser.com.au/general-news/trump-family-rush-to-sell-all-the-white-house-cutlery-on-ebay/,1
Donald Trump spotted fleeing across border to Mexico ,https://chaser.com.au/world/donald-trump-spotted-fleeing-across-border-to-mexico/,1
Quick guide to whether Trump supporters want more or less votes counted in your area ,https://chaser.com.au/world/quick-guide-to-whether-trump-supporters-want-more-or-less-votes-counted-in-your-area/,1
World shocked as President who said he wouldn’t accept election result doesn’t accept election result ,https://chaser.com.au/world/world-shocked-as-president-who-said-he-wouldnt-accept-election-result-doesnt-accept-election-results/,1
LGBT community send condolences to bank marketing teams after Sydney Mardi Gras cancelled ,https://chaser.com.au/general-news/lgbt-community-send-condolences-to-bank-marketing-teams-after-sydney-mardi-gras-parade-cancelled/,1
The NSW Blues declare they ‘hereby claim’ victory in State of Origin ,https://chaser.com.au/national/the-nsw-blues-declare-they-hereby-claim-victory-in-state-of-origin/,1
Biden vows to unite the smoking ruins of America ,https://chaser.com.au/general-news/joe-biden-vows-to-unite-the-smoking-ruins-of-america/,1
Local man really not looking forward to seeing Bernie-supporting coworker tomorrow ,https://chaser.com.au/world/local-man-really-not-looking-forward-to-seeing-bernie-supporting-coworker-tomorrow/,1
World feeling pretty stupid for putting it’s hope in Texas ,https://chaser.com.au/world/world-left-feeling-pretty-stupid-for-putting-its-hope-in-texas-and-florida-of-all-places/,1
America loses election ,https://chaser.com.au/general-news/america-loses-election/,1
"With no clear winner, America agrees to just go without President ",https://chaser.com.au/world/with-no-clear-winner-america-agrees-to-just-go-without-president-for-next-4-years/,1
Biden vote surges after Trump shares stage with Lil Pump ,https://chaser.com.au/world/biden-vote-surges-after-trump-shares-stage-with-lil-pump/,1
Australian gives more of a shit about this US election than all Aussie ones combined ,https://chaser.com.au/world/australian-gives-more-of-a-shit-about-this-us-election-than-all-aussie-ones-combined/,1
Mexico Border Swamped By Fleeing Americans ,https://chaser.com.au/world/mexico-border-swamped-by-fleeing-americans/,1
Canada begins frantically building wall ,https://chaser.com.au/world/canada-begins-frantically-building-wall/,1
"Report: Oh no, not again ",https://chaser.com.au/national/report-oh-no/,1
"Experts declare Trump a loser, in report unrelated to election ",https://chaser.com.au/world/experts-declare-trump-a-loser-in-report-unrelated-to-election/,1
Viewers tune in for nail-biting season finale of America ,https://chaser.com.au/world/viewers-tune-in-for-nail-biting-season-finale-of-america/,1
Person living through 2020 begs journalists not to use word ‘landslide’ in headline ,https://chaser.com.au/world/person-living-through-2020-begs-journalists-not-to-use-word-landslide-in-headline/,1
Broke man forced to stop mooching off government ,https://chaser.com.au/world/republicans-claim-to-be-real-winners-as-broke-man-is-forced-to-stop-mooching-off-government/,1
"Breaking: Trump urges public not to vote for him, realises he’s a ‘massive idiot’ ",https://chaser.com.au/world/breaking-trump-urges-public-not-to-vote-for-him-realises-hes-a-massive-idiot/,1
Kanye West declares self winner of the election ,https://chaser.com.au/world/kanye-west-declares-self-winner-of-the-election/,1
PM calls for all premiers to go by “Scott Morrison” to simplify the ‘taking credit’ process ,https://chaser.com.au/national/pm-calls-for-all-premiers-to-go-by-scott-morrison-simplifying-the-taking-credit-process/,1
AusPost CEO to deliver resignation letter in 6-8 weeks ,https://chaser.com.au/national/auspost-ceo-to-deliver-resignation-letter-in-6-8-weeks/,1
AusPost exec forced to return watch after it turns up three days late and broken ,https://chaser.com.au/national/auspost-exec-forced-to-return-watch-after-it-turns-up-three-days-late-and-broken/,1
One Nation slams ABC for not having Pauline on more during her boycott of ABC ,https://chaser.com.au/national/one-nation-slams-abc-for-not-having-pauline-on-more-during-her-boycott-of-abc/,1
"“I’ve no time for federal ICAC,” says man who found time to call NRL about national anthem ",https://chaser.com.au/national/ive-no-time-to-make-federal-icac-says-man-who-found-time-to-call-nrl-about-national-anthem/,1
Man wins scariest Halloween costume after turning up to party without a mask ,https://chaser.com.au/world/man-wins-scariest-halloween-costume-after-turning-up-to-party-without-a-mask/,1
Labor Party calls for looser gun laws to make it easier to shoot themselves in the foot ,https://chaser.com.au/national/albanese-calls-for-looser-gun-laws-to-make-it-easier-to-shoot-himself-in-the-foot/,1
Government denies being secretly dodgy: “there’s nothing secret about it” ,https://chaser.com.au/national/government-denies-being-secretly-dodgy-theres-nothing-secret-about-it/,1
Historical Catholic Church knocked down to make room for a highway ,https://chaser.com.au/national/historical-catholic-church-knocked-down-to-make-room-for-a-highway/,1
Realistic challenge sees SAS Australia contestants lie about a war crime ,https://chaser.com.au/entertainment/realistic-challenge-sees-sas-australia-contestants-lie-about-a-war-crime/,1
Left-wing voter wishes Biden was as cool as conservative media claims he is ,https://chaser.com.au/world/left-wing-voter-wishes-biden-was-as-cool-as-conservative-media-claims-he-is/,1
"News Corp condemn Dan Andrews’ new direction, demand immediate return to stage 3 lockdown ",https://chaser.com.au/national/news-corp-condemn-dan-andrews-new-direction-demand-immediate-return-to-stage-3-lockdown/,1
Gladys asks ICAC if she can change to the “just tucking in my shirt” defence ,https://chaser.com.au/national/gladys-asks-icac-if-she-can-change-to-the-just-tucking-in-my-shirt-defence/,1
Corrupt AusPost CEO to be punished with Liberal preselection ,https://chaser.com.au/national/corrupt-auspost-ceo-to-be-punished-with-liberal-preselection/,1
Record Uluru rainfall: Pauline Hanson unveils new water park plan ,https://chaser.com.au/national/record-uluru-rainfall-pauline-hanson-unveils-new-water-park-plan/,1
Local man overjoyed to be bored by politics again ,https://chaser.com.au/world/local-man-overjoyed-to-be-bored-by-politics-again/,1
"Following AOC stream success, Republican gamers to play croquet with some hip youths ",https://chaser.com.au/world/following-aoc-stream-success-republican-gamers-to-play-croquet-with-some-hip-youths/,1
“Dan is a dictator” says government asking ASIO to arrest journalists who call them out ,https://chaser.com.au/general-news/dan-is-a-dictator-says-government-asking-asio-to-arrest-journalists-who-call-them-out/,1
“I’ve no time to make a federal ICAC” says PM building cubby house ,https://chaser.com.au/national/ive-no-time-to-make-a-federal-icac-says-pm-building-cubby-house/,1
Danger across the ditch as incompetent leader Ardern wins office ,https://chaser.com.au/national/danger-across-the-ditch-as-incompetent-leader-ardern-wins-office/,1
CIA announces probe into embarrassing lack of election interference in Bolivia ,https://chaser.com.au/world/cia-announces-probe-into-embarrassing-lack-of-election-interference-in-bolivia/,1
Border Force renamed Border Farce ,https://chaser.com.au/national/border-force-renamed-border-farce/,1
NSW Premier eases COVID restrictions to allow up to 30 lobbyists in her office at any given time ,https://chaser.com.au/national/nsw-premier-eases-covid-restrictions-to-allow-up-to-30-lobbyists-in-her-office-at-any-given-time/,1
Andrew Bolt blames multiculturalism for why he can’t find his keys ,https://chaser.com.au/national/andrew-bolt-blames-multiculturalism-for-why-he-cant-find-his-keys/,1
Armytage takes break from villainizing black people to cheer on white person committing crimes ,https://chaser.com.au/entertainment/armytage-takes-break-from-villainizing-black-people-to-cheer-on-white-person-committing-crimes/,1
Pence supports impeaching Trump after hearing he wants to kiss men ,https://chaser.com.au/world/pence-supports-impeaching-trump-after-hearing-he-wants-to-kiss-men/,1
Angus Taylor spotted buying a tractor ,https://chaser.com.au/national/angus-taylor-spotted-buying-a-tractor/,1
Calls for Gladys Berejiklian to resign after revelation someone in Sydney had fun ,https://chaser.com.au/national/calls-for-gladys-berejiklian-to-resign-after-revelations-someone-in-sydney-had-fun/,1
NSW back in lockdown as mass public illness is triggered by political sex scandal ,https://chaser.com.au/national/nsw-back-in-lockdown-as-mass-public-illness-is-triggered-by-political-sex-scandal/,1
US starting to worry man who once suggested injecting bleach might be losing his judgement ,https://chaser.com.au/world/us-starting-to-worry-man-who-once-suggested-injecting-bleach-might-be-losing-his-judgement/,1
Fly excited about finding its biggest piece of shit yet ,https://chaser.com.au/world/fly-excited-finding-its-biggest-piece-of-shit-yet/,1
"Living through historic, once-in-a-century global pandemic actually quite boring ",https://chaser.com.au/general-news/living-through-once-in-a-century-global-pandemic-actually-quite-boring/,1
Govt shocked women want tax breaks – “How do they have jobs without going to elite all-boys schools?” ,https://chaser.com.au/national/govt-shocked-women-want-tax-breaks-how-do-they-have-jobs-without-going-to-elite-all-boys-schools/,1
Pauline Hanson deported after failing the new citizenship english test ,https://chaser.com.au/national/pauline-hanson-deported-after-failing-the-new-citizenship-english-test/,1
Frydenberg to trial ‘Tax Cuts for the Rich’ as a potential cure for Covid-19 ,https://chaser.com.au/national/frydenberg-to-trial-tax-cuts-for-the-rich-as-a-potential-cure-for-covid-19/,1
Washington Post shuts down citing inability to compete with teenagers on TikTok ,https://chaser.com.au/world/washington-post-shuts-down-citing-inability-to-compete-with-teenager-on-tiktok/,1
Contact tracers for Rose Garden ‘super-spreader’ event racing to find out who to thank ,https://chaser.com.au/world/contact-tracers-for-rose-garden-super-spreader-event-racing-against-the-clock-to-find-out-who-to-thank/,1
Vale Rupert Murdoch: 1931-2020 ,https://chaser.com.au/entertainment/vale-rupert-murdoch-1931-2020/,1
Australia urges Cardinal Pell to be by president’s side ,https://chaser.com.au/world/australia-urges-cardinal-pell-to-be-by-presidents-side/,1
‘I heard you lost your sense of taste and smell’ wheezes a winking Trump to Melania ,https://chaser.com.au/world/i-heard-you-lost-your-sense-of-taste-and-smell-wheezes-a-winking-trump-to-melania/,1
Millions congregate across America in vigil praying for a speedy death ,https://chaser.com.au/world/millions-congregate-across-america-in-vigil-praying-for-a-speedy-death/,1
"It’s fine to laugh about this one, Pope confirms ",https://chaser.com.au/world/its-fine-to-laugh-about-this-one-pope-confirms-2/,1
Donald Trump boasts that he aced the coronavirus test ,https://chaser.com.au/world/donald-trump-boasts-that-he-aced-the-coronavirus-test/,1
"Disaster that has killed 200,000 Americans contracts coronavirus ",https://chaser.com.au/world/disaster-that-has-killed-200000-americans-contracts-coronavirus/,1
White House staff rush to hide all bottles of bleach ,https://chaser.com.au/world/white-house-staff-rush-to-hide-all-bottles-of-bleach/,1
Coronavirus diagnosed with Donald Trump ,https://chaser.com.au/world/coronavirus-diagnosed-with-donald-trump/,1
“US leaders are crazy” says country whose PM denied slavery existed ,https://chaser.com.au/national/us-leaders-are-crazy-says-country-whose-pm-denied-slavery-existed/,1
Couple renames wedding ‘Liberal party conference’ to boost allowed guest numbers ,https://chaser.com.au/national/couple-renames-wedding-liberal-party-conference-to-boost-allowed-guest-numbers/,1
America loses debate ,https://chaser.com.au/world/america-loses-debate/,1
The results are in: Chris Wallace lost the debate ,https://chaser.com.au/general-news/the-results-are-in-chris-wallace-lost-the-debate/,1
"As the ‘only one who can judge’ George Pell, God calls him a cunt ",https://chaser.com.au/general-news/as-the-only-one-who-can-judge-george-pell-god-calls-him-a-cunt/,1
"It’s Trump’s right to not pay tax on Russian bounties, say Republicans ",https://chaser.com.au/world/its-trumps-right-to-not-pay-tax-on-russian-bounties-say-republicans/,1
Top Republicans deeply concerned Trump couldn’t avoid paying $750 in tax ,https://chaser.com.au/world/top-republicans-deeply-concerned-trump-couldnt-avoid-paying-750-in-tax/,1
Private school boys expelled after being caught not minimising tax ,https://chaser.com.au/general-news/private-school-boys-expelled-after-being-caught-not-minimising-tax/,1
Victoria fast tracks 5G rollout to encourage conspiracy theorists to stay indoors ,https://chaser.com.au/national/victoria-fast-tracks-5g-rollout-to-encourage-conspiracy-theorists-to-stay-indoors/,1
NSW Police and Rio Tinto join forces in new strip mining initiative ,https://chaser.com.au/national/nsw-police-and-rio-tinto-form-historic-partnership-in-new-strip-mining-initiative/,1
Woolworths apologises for Ivan Milat Ooshie ,https://chaser.com.au/general-news/woolworths-apologise-for-ivan-milat-ooshie/,1
Government hides evidence of failed NBN rollout by storing it on NBN servers ,https://chaser.com.au/national/government-hides-evidence-of-failed-nbn-rollout-by-storing-it-on-nbn-servers/,1
"Albanese finally stands up to Morrison! Wait no, he just wanted to fix the PM’s tie ",https://chaser.com.au/national/albanese-finally-stands-up-to-morrison-wait-no-he-just-wanted-to-fix-the-pms-tie/,1
"Australians to be killed and turned into ‘Hamilton’ tickets, admits Treasurer ",https://chaser.com.au/entertainment/australians-to-be-killed-and-turned-into-hamilton-tickets-admits-treasurer/,1
Morrison defends airport overspending saying he “paid mates rates” ,https://chaser.com.au/national/scomo-defends-airport-overspending-saying-he-paid-mates-rates/,1
Dan Andrews annexes Poland ,https://chaser.com.au/national/dan-andrews-annexes-poland/,1
